ds,y
2014-12-16,8.38826535756452
2014-12-17,3.8401832282051016
2014-12-19,8.142575375478177
2014-12-20,8.848428884099308
2014-12-21,7.567573157893221
2014-12-22,6.684571726867906
2014-12-23,6.849180804177418
2014-12-24,7.5762008719114355
2014-12-26,7.6218877205845486
2014-12-27,7.995437383564322
2014-12-28,8.225046768565075
2014-12-29,7.636798421059611
2014-12-30,7.684163521215604
2014-12-31,8.56679635834268
2015-01-02,7.566878141710255
2015-01-03,7.478294954827625
2015-01-04,5.581464170198056
2015-01-05,5.69127795129546
2015-01-06,3.4824086370869787
2015-01-09,5.900089116016819
2015-01-10,6.926679088858836
2015-01-12,6.75181933986073
2015-01-13,6.4349926471867525
2015-01-17,5.861879642559291
2015-01-19,5.7128809576414605
2015-01-23,3.799078246412012
2015-01-24,2.647592232065096
2015-01-26,5.213412859457593
2015-01-27,8.181511202467066
2015-01-28,8.366054903111545
2015-01-30,7.679084976594892
2015-01-31,4.607766811835358
2015-02-03,6.202203478263431
2015-02-06,7.797103910063409
2015-02-07,5.784163586603014
2015-02-08,4.868241892467155
2015-02-09,6.667658836015265
2015-02-10,4.359781025726562
2015-02-14,6.985606664384892
2015-02-15,7.379869180037231
2015-02-16,5.084071612169438
2015-02-18,4.6713698267022945
2015-02-20,5.761359319460221
2015-02-21,7.86022363697488
2015-02-22,4.386516539946734
2015-02-23,3.657801498543075
2015-02-25,3.2910104226273997
2015-02-27,7.056408877505002
2015-02-28,6.3140261928163826
2015-03-01,7.404385259695583
2015-03-02,6.803027896186728
2015-03-05,7.585924345543192
2015-03-06,7.3500305047838985
2015-03-07,6.695230152128536
2015-03-08,7.8494392559951285
2015-03-09,6.171717298732825
2015-03-10,4.521049173322684
2015-03-12,3.9515513635615496
2015-03-13,7.2340732782483785
2015-03-14,6.563714472860972
2015-03-15,2.8778492328972742
2015-03-16,8.886161659379583
2015-03-17,3.908817874479198
2015-03-19,8.640107855493964
2015-03-20,7.3454900746664045
2015-03-21,7.147857417140791
2015-03-22,7.8169907811506
2015-03-23,6.452525181717018
2015-03-24,6.0257451935848145
2015-03-26,8.439095424452038
2015-03-27,4.439115601658009
2015-03-28,5.498577068473004
2015-03-29,7.352492380979985
2015-03-30,6.349530523112853
2015-03-31,5.306860767545331
2015-04-02,5.70451553923203
2015-04-04,7.303572663780185
2015-04-05,7.998018813588009
2015-04-06,4.948788258770108
2015-04-07,6.811724439565041
2015-04-09,6.631991237155629
2015-04-10,5.138981600699107
2015-04-11,7.19244237095398
2015-04-12,3.7314599016490546
2015-04-13,8.068928509666582
2015-04-14,3.5892800888911816
2015-04-16,8.333984521253548
2015-04-17,7.917939187185224
2015-04-18,7.6048745602944825
2015-04-19,5.801997522153156
2015-04-20,7.0865088112738865
2015-04-21,6.795806441247454
2015-04-22,5.036406999053727
2015-04-24,3.295466427029913
2015-04-25,6.826486653511684
2015-04-26,7.6454481524839295
2015-04-27,7.908604047532793
2015-04-28,8.305326318689797
2015-04-29,2.193662685769859
2015-04-30,7.360545987245743
2015-05-01,6.113549427658219
2015-05-02,5.125343979146403
2015-05-03,7.696103542486471
2015-05-04,7.023190672192315
2015-05-07,5.725615718592755
2015-05-08,8.289782549004254
2015-05-09,3.908215767085192
2015-05-10,5.046272671687388
2015-05-11,5.2625243720492225
2015-05-12,6.967296961690453
2015-05-13,5.478068957139354
2015-05-14,8.052678311389304
2015-05-15,4.261383262151538
2015-05-16,5.548951563524079
2015-05-17,4.90873545006741
2015-05-18,2.4731713935695794
2015-05-20,5.138993327946781
2015-05-21,4.2949970757007785
2015-05-22,8.259224731228784
2015-05-23,7.1746906186103345
2015-05-24,6.41559928797517
2015-05-25,7.461880593243054
2015-05-26,6.8911827094282305
2015-05-28,6.678525745591881
2015-05-29,7.094933357095737
2015-05-30,6.525176274660674
2015-05-31,8.55239391213956
2015-06-01,6.727668822489492
2015-06-04,7.084486237462847
2015-06-05,7.3357630479133435
2015-06-07,4.107063334629875
2015-06-08,6.988516497695551
2015-06-09,6.682253950294093
2015-06-11,8.12402140977632
2015-06-12,5.167502281417742
2015-06-13,7.029882642145486
2015-06-14,3.9526273762700863
2015-06-15,6.600066398390687
2015-06-16,8.144651316586332
2015-06-18,7.54119863241407
2015-06-19,6.103332344408978
2015-06-20,6.722080907782402
2015-06-21,4.691127674498962
2015-06-22,7.610829522797829
2015-06-23,6.730967979894325
2015-06-25,6.754697335234615
2015-06-26,7.373497340633989
2015-06-28,7.235234340815845
2015-06-29,6.072874012650006
2015-07-02,7.39811407892226
2015-07-03,6.715361567914843
2015-07-04,7.0381587848653115
2015-07-05,4.809302157045895
2015-07-06,7.230427010905537
2015-07-08,3.096482176654134
2015-07-09,7.370302427643514
2015-07-10,3.7906686000159704
2015-07-11,7.571963745006412
2015-07-12,7.627333560086173
2015-07-13,7.617885429062401
2015-07-14,6.759157818119524
2015-07-16,8.016445283128922
2015-07-17,6.10720549913014
2015-07-18,6.512366236396463
2015-07-19,1.1069110914828046
2015-07-20,7.898844715827737
2015-07-23,5.343634841238496
2015-07-24,6.267105667379946
2015-07-25,7.781565975879664
2015-07-26,6.877528003362041
2015-07-27,3.4330189939851112
2015-07-30,6.097629239329142
2015-07-31,8.219639083712774
2015-08-01,6.92037136049337
2015-08-02,7.163542577934749
2015-08-05,4.299324142908639
2015-08-06,6.206312182269997
2015-08-07,6.876477179595929
2015-08-08,6.734712936804109
2015-08-09,8.49277590092126
2015-08-10,6.748142710158858
2015-08-11,5.283772095106001
2015-08-13,6.376550061506852
2015-08-15,6.21178411473109
2015-08-16,8.125610869931492
2015-08-17,5.947094599372042
2015-08-21,7.94750888564384
2015-08-22,4.214081243824435
2015-08-23,7.092804778222048
2015-08-24,8.881249327210828
2015-08-25,5.1903200442357065
2015-08-27,6.4629888944755605
2015-08-28,8.778371060086776
2015-08-29,5.511410582008745
2015-08-31,7.864341915015277
2015-09-01,7.770039143320249
2015-09-03,7.536842757085881
2015-09-04,6.977546231917351
2015-09-05,6.84065668364928
2015-09-06,6.914387238840185
2015-09-07,7.980593929295351
2015-09-08,4.506895616719751
2015-09-10,7.256103854726253
2015-09-11,7.5822954172492345
2015-09-12,6.563607258762779
2015-09-13,8.145193419855769
2015-09-14,8.090531004215748
2015-09-15,7.838678432900604
2015-09-16,3.469478889078561
2015-09-17,9.352361152558684
2015-09-18,8.275203155555648
2015-09-19,6.217364296615909
2015-09-20,7.515917391836808
2015-09-21,8.851242208697265
2015-09-22,7.4868957844519395
2015-09-24,8.347968060828368
2015-09-25,8.017886634390296
2015-09-26,8.222358399145675
2015-09-27,7.776517410580387
2015-09-28,6.9654240070340805
2015-10-01,7.0556699840440436
2015-10-02,7.146981606340193
2015-10-03,5.621190409018255
2015-10-04,6.227682257909463
2015-10-05,6.747694502220421
2015-10-08,5.407709743319233
2015-10-09,7.666004103346319
2015-10-10,7.718327208799336
2015-10-11,6.920568339993575
2015-10-12,7.779783939383873
2015-10-13,5.920666475799266
2015-10-15,8.077308673429044
2015-10-16,6.7165584532488145
2015-10-17,4.36792771029438
2015-10-18,5.938838786434021
2015-10-19,7.666732334023899
2015-10-20,6.580758408951274
2015-10-22,2.780556891888958
2015-10-23,7.72457743690323
2015-10-24,6.724006704482568
2015-10-25,7.26291747930098
2015-10-26,7.241604793558438
2015-10-28,4.658805735154001
2015-10-29,5.502237322894487
2015-10-30,7.660606186877089
2015-10-31,8.074651877055254
2015-11-01,8.041447025322196
2015-11-02,8.617861897729956
2015-11-03,7.938033764644229
2015-11-05,6.728477884022298
2015-11-06,2.5242074879363168
2015-11-07,8.030758671376754
2015-11-08,9.409027036914413
2015-11-09,8.438429598659637
2015-11-10,8.1712897403776
2015-11-11,6.297437074687933
2015-11-12,7.029080478207816
2015-11-13,8.186485921396036
2015-11-14,7.829515028478904
2015-11-15,6.555598683344872
2015-11-16,8.312217107723585
2015-11-17,8.265389329096315
2015-11-19,6.948689907158984
2015-11-20,7.95932836964446
2015-11-21,8.192729506651457
2015-11-22,6.422433320927818
2015-11-23,8.146473798577386
2015-11-24,7.106412676391914
2015-11-25,2.647592232065096
2015-11-26,7.303225268567514
2015-11-27,8.042629902704883
2015-11-28,7.531274743726964
2015-11-29,7.923409057598034
2015-11-30,7.495206887759221
2015-12-01,8.872290050834332
2015-12-03,7.5876373659280505
2015-12-04,8.553874914830491
2015-12-05,6.800528578639933
2015-12-06,8.709877865142591
2015-12-07,7.199900875074557
2015-12-08,7.891229032218772
2015-12-09,3.555919326857706
2015-12-10,8.03313282757037
2015-12-11,7.372679781273015
2015-12-12,7.279218140689904
2015-12-13,6.931848687695473
2015-12-14,6.756122759260048
2015-12-15,8.611738715309368
2015-12-16,1.7884205679625405
2015-12-17,7.559815846680149
2015-12-18,6.8419231214577145
2015-12-19,8.719587927139273
2015-12-20,7.010730552209648
2015-12-21,8.0891020339043
2015-12-22,6.161867441320909
2015-12-23,5.274639239193459
2015-12-24,8.920731911897311
2015-12-25,8.34425974805491
2015-12-26,6.332366244879953
2015-12-27,8.546644648090627
2015-12-28,4.384523514872469
2015-12-29,1.9960599327407849
2015-12-30,8.087130016248132
2015-12-31,7.23153588797001
2016-01-02,6.008616605925547
2016-01-03,7.64818195942306
2016-01-04,6.975619513798267
2016-01-05,5.548702474255425
2016-01-07,4.437650538421878
2016-01-08,7.528416709336079
2016-01-09,6.612102860878812
2016-01-10,5.169062530690774
2016-01-11,5.013590921921888
2016-01-14,6.00720009149404
2016-01-15,6.555247355228538
2016-01-16,4.636843256442957
2016-01-17,6.948465267229924
2016-01-21,7.063096107444317
2016-01-22,6.822883429751626
2016-01-23,7.457782384947264
2016-01-24,3.4769230921902907
2016-01-25,6.756597449440548
2016-01-28,3.7057365711803594
2016-01-30,8.041836379420852
2016-01-31,7.379353885574976
2016-02-01,5.093566134787897
2016-02-02,9.104733603778467
2016-02-03,6.7655002314012656
2016-02-04,5.292641288049801
2016-02-05,8.004858429473856
2016-02-06,4.89203192205597
2016-02-07,6.637444121439121
2016-02-08,7.2229134037325196
2016-02-09,4.810801285551003
2016-02-11,4.261693475213995
2016-02-12,7.2204030974516655
2016-02-13,4.995995317356741
2016-02-14,6.7321165423199565
2016-02-15,6.011443629423295
2016-02-16,7.035830061350076
2016-02-19,5.975487592584841
2016-02-20,2.8619722833744667
2016-02-21,7.329832308579244
2016-02-22,6.891798646357875
2016-02-23,4.070325056377881
2016-02-25,3.8653505972297153
2016-02-27,5.5008172970301175
2016-02-28,3.6238074573702215
2016-02-29,4.719427011867917
2016-03-01,8.746208430582326
2016-03-03,8.890881661034552
2016-03-04,5.7571652512213145
2016-03-05,5.095858406426659
2016-03-06,6.69987342326688
2016-03-07,3.094309836914985
2016-03-08,7.692482965478963
2016-03-09,6.456141514847992
2016-03-10,8.972176325722115
2016-03-11,6.799080387956473
2016-03-12,7.435816709164634
2016-03-13,9.090191264377939
2016-03-14,6.507826815331734
2016-03-15,7.7654876528457395
2016-03-17,7.766981992560944
2016-03-18,6.968551180247057
2016-03-19,4.939354092091292
2016-03-20,6.834443451359697
2016-03-21,6.471891786281782
2016-03-22,5.427009569156893
2016-03-24,6.615762595849935
2016-03-25,7.206355036031724
2016-03-26,6.526854970418556
2016-03-27,4.540098189244376
2016-03-28,4.838660029356445
2016-03-29,7.886208837264521
2016-03-30,2.5128460184772416
2016-03-31,6.464217518446705
2016-04-01,7.6790109902083525
2016-04-02,7.28337954507928
2016-04-03,6.0917577455727745
2016-04-04,6.878526242361933
2016-04-05,6.954003166684491
2016-04-06,7.166844957069816
2016-04-07,7.5865874874851915
2016-04-08,7.9750158657909616
2016-04-09,7.017682650660343
2016-04-10,6.858138473238685
2016-04-12,7.341827280099298
2016-04-13,1.9629077254238845
2016-04-14,7.291364613531068
2016-04-15,7.697509979255128
2016-04-16,9.141642385577779
2016-04-17,6.045206715554312
2016-04-18,7.830241976157962
2016-04-19,7.254978091945531
2016-04-21,5.60806421159723
2016-04-22,7.476735653412993
2016-04-23,6.5811494092931815
2016-04-24,7.382808636859979
2016-04-25,4.69519368863568
2016-04-26,6.076829986952601
2016-04-28,6.189643048724202
2016-04-30,4.96429811888789
2016-05-01,6.251645661004753
2016-05-02,7.002279695609965
2016-05-03,7.003077276898446
2016-05-05,7.901851140094249
2016-05-06,5.472102592319705
2016-05-07,8.484045011057521
2016-05-08,7.201352820495947
2016-05-09,7.158134158662782
2016-05-10,6.638593966834353
2016-05-11,1.943048916774281
2016-05-12,6.8242410525541235
2016-05-14,6.124530206295522
2016-05-15,6.476836969108974
2016-05-16,6.781579623610391
2016-05-17,5.85197831672078
2016-05-18,4.813971375586425
2016-05-19,7.367082113563757
2016-05-20,7.813152086959199
2016-05-21,7.908098146941763
2016-05-22,7.495653048822985
2016-05-23,9.265015850325872
2016-05-24,5.630336847206353
2016-05-25,7.180047025603077
2016-05-26,7.589010024023919
2016-05-27,8.576608234928875
2016-05-28,7.667777623602031
2016-05-29,6.969964526968025
2016-05-30,8.99857904665589
2016-05-31,6.086454221010323
2016-06-02,5.067922588519634
2016-06-03,4.277887594932736
2016-06-04,7.748254221878357
2016-06-05,6.493481488092577
2016-06-06,8.70405641919146
2016-06-07,3.961993425202786
2016-06-09,7.432171333066435
2016-06-10,7.253750598197564
2016-06-11,7.392903645554326
2016-06-12,7.994147539648801
2016-06-13,6.0671238153794365
2016-06-14,8.148474295098898
2016-06-15,5.161855971369551
2016-06-16,4.9990686577247905
2016-06-17,8.007007362937586
2016-06-18,6.2969951329360265
2016-06-19,2.8970163006148333
2016-06-20,7.115214877603414
2016-06-21,6.359760702428937
2016-06-23,7.81443759754266
2016-06-24,8.577714654970865
2016-06-25,6.796003270067407
2016-06-26,7.560392916203872
2016-06-27,6.658916925553356
2016-06-28,6.7778242543900955
2016-06-29,5.262068233872916
2016-06-30,7.2107815251685174
2016-07-01,7.453200276727722
2016-07-02,6.651295349572371
2016-07-03,6.743705766975631
2016-07-04,7.409924140873732
2016-07-07,8.264422818047189
2016-07-08,7.869979527261403
2016-07-09,6.353127530070068
2016-07-10,6.79893879835092
2016-07-12,4.572233685741827
2016-07-14,7.673669533092963
2016-07-15,5.943324171780047
2016-07-16,6.81472948797377
2016-07-17,7.689773772444715
2016-07-18,7.970000219775624
2016-07-19,7.337883080533913
2016-07-20,4.5103099049641315
2016-07-21,6.899818868828622
2016-07-22,7.221870886762904
2016-07-23,6.48553101750895
2016-07-24,5.792903846262941
2016-07-25,8.686343047645945
2016-07-28,7.617943433845354
2016-07-29,6.7094921275032195
2016-07-30,7.479737712339289
2016-07-31,7.684856584562521
2016-08-01,7.026114148814194
2016-08-02,6.181225032998935
2016-08-03,5.520740658537763
2016-08-04,6.212425718763125
2016-08-05,5.288519524067926
2016-08-06,5.772649115954235
2016-08-07,5.19833127167211
2016-08-08,7.017688921935083
2016-08-09,6.495800156215228
2016-08-11,5.02926075821942
2016-08-12,8.282220070835933
2016-08-13,6.596496104859597
2016-08-14,6.8294563833176
2016-08-15,7.42730236003349
2016-08-16,5.325640662196927
2016-08-17,2.8161270242542646
2016-08-18,6.208819376051462
2016-08-19,6.108785253684522
2016-08-20,2.7587433154177283
2016-08-21,8.476223686016787
2016-08-22,6.007214857199214
2016-08-23,8.34006166309414
2016-08-26,8.491936509768824
2016-08-27,6.644975228087448
2016-08-28,5.777729100460967
2016-08-29,6.450767376469097
2016-08-30,7.41328892490105
2016-08-31,3.2175950049684783
2016-09-01,8.659933650126062
2016-09-02,8.823676360387877
2016-09-03,7.769207914760574
2016-09-04,8.419148516285086
2016-09-05,8.561659353883392
2016-09-06,7.181239030634026
2016-09-08,8.410717298400733
2016-09-09,4.454254268670763
2016-09-10,7.647463474336498
2016-09-11,8.779955222917778
2016-09-12,7.623051351812495
2016-09-13,7.773060037661798
2016-09-14,7.037324582889139
2016-09-15,7.6507311318942195
2016-09-16,6.05651699866069
2016-09-17,7.622725593259308
2016-09-18,8.466338116785856
2016-09-19,8.25330889228117
2016-09-20,7.117208747279115
2016-09-22,6.42417186035988
2016-09-23,7.187766757504694
2016-09-24,7.735018056486026
2016-09-25,8.144415287962774
2016-09-26,7.900698300629919
2016-09-27,7.597890829132334
2016-09-28,4.606529262025722
2016-09-29,7.176859853360364
2016-09-30,6.266980410460761
2016-10-01,6.662384012221049
2016-10-02,9.823034910851124
2016-10-03,7.427558086980356
2016-10-04,8.685040838048876
2016-10-06,6.723111026818537
2016-10-07,6.882142042747835
2016-10-08,6.332455132030662
2016-10-09,6.30612929088965
2016-10-10,5.648104141426947
2016-10-11,3.5282411081511236
2016-10-13,7.409510692475191
2016-10-14,8.11279391510751
2016-10-15,7.390891052926464
2016-10-16,4.964116548301827
2016-10-17,7.991032585548404
2016-10-18,5.733082343701064
2016-10-20,6.853482814428677
2016-10-21,8.981253192245473
2016-10-22,5.243227400230077
2016-10-23,6.149369599023656
2016-10-24,7.22000654177393
2016-10-25,6.665632761070125
2016-10-27,6.887338262987868
2016-10-28,7.972473257327657
2016-10-29,4.883967909226341
2016-10-30,5.075186315155703
2016-10-31,8.229910772425706
2016-11-01,6.118920647460053
2016-11-03,8.243754794467009
2016-11-04,8.266117648885572
2016-11-05,8.35887690080032
2016-11-06,6.6519025682582225
2016-11-07,8.245768646283368
2016-11-08,6.9026422295953145
2016-11-09,6.175804898098298
2016-11-10,8.460512357634423
2016-11-11,8.506192100708239
2016-11-12,8.500237858726818
2016-11-13,7.988250439102657
2016-11-14,7.928428368273291
2016-11-15,7.671695443187856
2016-11-16,3.6301904577652566
2016-11-17,4.9676164438100265
2016-11-18,8.283982132383919
2016-11-19,6.460627197830388
2016-11-20,8.029866948297249
2016-11-21,7.071480830219019
2016-11-22,5.762189737988527
2016-11-23,4.6212010030606185
2016-11-24,8.763355838699539
2016-11-25,8.984637423196721
2016-11-26,9.027707926861462
2016-11-27,7.409886616740263
2016-11-28,8.140132433017888
2016-11-29,5.709075110583063
2016-11-30,6.878472698587825
2016-12-01,8.904691865393259
2016-12-02,8.452252669487175
2016-12-03,8.56994046825881
2016-12-04,6.8514875272084765
2016-12-05,8.569406822164327
2016-12-06,8.263403817267614
2016-12-08,8.457463356658435
2016-12-09,7.5264391165593185
2016-12-10,8.149229049312794
2016-12-11,8.716576695166108
2016-12-12,7.591919735406509
2016-12-13,7.085975101821671
2016-12-14,6.721008746407366
2016-12-15,7.877809312263394
2016-12-16,6.444992570877492
2016-12-17,9.408054026973158
2016-12-18,8.861116173596434
2016-12-19,6.704551600447475
2016-12-20,4.909266799707967
2016-12-22,6.950937366291146
2016-12-23,8.848919469485756
2016-12-24,7.5700617359904046
2016-12-25,9.258087611536377
2016-12-26,7.51229963505321
2016-12-27,6.86744357091027
2016-12-29,7.153583574809528
2016-12-30,6.652571373922811
2016-12-31,6.59682914428417
2017-01-01,7.301706354292249
2017-01-02,7.64038948338537
2017-01-03,7.635918190289675
2017-01-06,3.5478917608129588
2017-01-07,8.130527266145744
2017-01-08,6.795683403558618
2017-01-09,5.618554960182775
2017-01-12,6.74467148409559
